ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2010-02-01,5098.432013269168,4426.424735349602,5934.7158144555215,5098.432013269168,5098.432013269168,82.29179853571672,82.29179853571672,82.29179853571672,-6.823813586029316,-6.823813586029316,-6.823813586029316,89.11561212174605,89.11561212174605,89.11561212174605,0.0,0.0,0.0,5180.723811804885
2010-02-02,5101.1467168153085,4455.266269465583,5911.1116576851955,5101.1467168153085,5101.1467168153085,87.84073081643025,87.84073081643025,87.84073081643025,2.166285777007695,2.166285777007695,2.166285777007695,85.67444503942257,85.67444503942257,85.67444503942257,0.0,0.0,0.0,5188.987447631739
2010-02-03,5103.861420361449,4467.474342329901,5924.2266344892605,5103.861420361449,5103.861420361449,87.93799414054084,87.93799414054084,87.93799414054084,5.349178819307629,5.349178819307629,5.349178819307629,82.58881532123321,82.58881532123321,82.58881532123321,0.0,0.0,0.0,5191.799414501989
2010-02-04,5106.576123907589,4407.576837763719,5911.2365152940965,5106.576123907589,5106.576123907589,81.7011015956859,81.7011015956859,81.7011015956859,1.8606069677449624,1.8606069677449624,1.8606069677449624,79.84049462794093,79.84049462794093,79.84049462794093,0.0,0.0,0.0,5188.277225503275
2010-02-05,5109.290827453729,4413.033154475558,5889.791137801939,5109.290827453729,5109.290827453729,80.24709991829215,80.24709991829215,80.24709991829215,2.848682854181931,2.848682854181931,2.848682854181931,77.39841706411022,77.39841706411022,77.39841706411022,0.0,0.0,0.0,5189.537927372022
2010-02-06,5112.005530999871,4461.52848673055,5893.804359578436,5112.005530999871,5112.005530999871,73.74543991736483,73.74543991736483,73.74543991736483,-1.474390694069439,-1.474390694069439,-1.474390694069439,75.21983061143428,75.21983061143428,75.21983061143428,0.0,0.0,0.0,5185.7509709172355
2010-02-07,5114.720234546011,4491.846903007477,5970.744038332908,5114.720234546011,5114.720234546011,69.3251670271109,69.3251670271109,69.3251670271109,-3.926550138129646,-3.926550138129646,-3.926550138129646,73.25171716524052,73.25171716524052,73.25171716524052,0.0,0.0,0.0,5184.045401573122
2010-02-08,5117.434938092151,4426.4810776927725,5918.394407161192,5117.434938092151,5117.434938092151,64.60862205702921,64.60862205702921,64.60862205702921,-6.823813586041305,-6.823813586041305,-6.823813586041305,71.43243564307052,71.43243564307052,71.43243564307052,0.0,0.0,0.0,5182.043560149181
2010-02-09,5120.149641638292,4487.414822108855,5918.69927012584,5120.149641638292,5120.149641638292,71.85982402271841,71.85982402271841,71.85982402271841,2.1662857770108133,2.1662857770108133,2.1662857770108133,69.6935382457076,69.6935382457076,69.6935382457076,0.0,0.0,0.0,5192.009465661011
2010-02-10,5122.864345184433,4506.627644068338,5958.867185009912,5122.864345184433,5122.864345184433,73.31088593771113,73.31088593771113,73.31088593771113,5.349178819298627,5.349178819298627,5.349178819298627,67.96170711841252,67.96170711841252,67.96170711841252,0.0,0.0,0.0,5196.1752311221435
2010-02-11,5125.579048730573,4447.743338056634,5931.136260741711,5125.579048730573,5125.579048730573,68.02136438401217,68.02136438401217,68.02136438401217,1.8606069677503456,1.8606069677503456,1.8606069677503456,66.16075741626183,66.16075741626183,66.16075741626183,0.0,0.0,0.0,5193.6004131145855
2010-02-12,5128.293752276713,4476.81432958582,5889.96133700841,5128.293752276713,5128.293752276713,67.06233596144563,67.06233596144563,67.06233596144563,2.848682854183342,2.848682854183342,2.848682854183342,64.21365310726227,64.21365310726227,64.21365310726227,0.0,0.0,0.0,5195.356088238159
2010-02-13,5131.008455822854,4460.870576930087,5893.812519537998,5131.008455822854,5131.008455822854,60.57009299512352,60.57009299512352,60.57009299512352,-1.4743906940629963,-1.4743906940629963,-1.4743906940629963,62.044483689186514,62.044483689186514,62.044483689186514,0.0,0.0,0.0,5191.578548817977
2010-02-14,5133.723159368995,4451.2767068885905,5893.604956261226,5133.723159368995,5133.723159368995,55.65380310528708,55.65380310528708,55.65380310528708,-3.926550138133925,-3.926550138133925,-3.926550138133925,59.58035324342101,59.58035324342101,59.58035324342101,0.0,0.0,0.0,5189.376962474282
2010-02-15,5136.437862915135,4467.5581791261275,5908.283860069153,5136.437862915135,5136.437862915135,49.92932417206622,49.92932417206622,49.92932417206622,-6.823813586028488,-6.823813586028488,-6.823813586028488,56.7531377580947,56.7531377580947,56.7531377580947,0.0,0.0,0.0,5186.367187087201
2010-02-16,5139.1525664612755,4479.768736586847,5890.97695895953,5139.1525664612755,5139.1525664612755,55.66735801788141,55.66735801788141,55.66735801788141,2.1662857769885298,2.1662857769885298,2.1662857769885298,53.501072240892874,53.501072240892874,53.501072240892874,0.0,0.0,0.0,5194.819924479157
2010-02-17,5141.867270007416,4493.3663431950545,5899.05106586539,5141.867270007416,5141.867270007416,55.11931442305329,55.11931442305329,55.11931442305329,5.349178819311679,5.349178819311679,5.349178819311679,49.77013560374162,49.77013560374162,49.77013560374162,0.0,0.0,0.0,5196.986584430469
2010-02-18,5144.581973553556,4514.080081434127,5981.1104674551425,5144.581973553556,5144.581973553556,47.375815374069376,47.375815374069376,47.375815374069376,1.8606069677611823,1.8606069677611823,1.8606069677611823,45.5152084063082,45.5152084063082,45.5152084063082,0.0,0.0,0.0,5191.957788927625
2010-02-19,5147.296677099697,4444.3637417707,5886.140248136778,5147.296677099697,5147.296677099697,43.54966890575987,43.54966890575987,43.54966890575987,2.8486828541785725,2.8486828541785725,2.8486828541785725,40.700986051581296,40.700986051581296,40.700986051581296,0.0,0.0,0.0,5190.846346005457
2010-02-20,5150.011380645838,4456.341444130802,5907.889702431964,5150.011380645838,5150.011380645838,33.8282469950277,33.8282469950277,33.8282469950277,-1.4743906940663392,-1.4743906940663392,-1.4743906940663392,35.30263768909404,35.30263768909404,35.30263768909404,0.0,0.0,0.0,5183.839627640865
2010-02-21,5152.726084191978,4424.292752388949,5902.743988833513,5152.726084191978,5152.726084191978,25.37965851288545,25.37965851288545,25.37965851288545,-3.92655013813485,-3.92655013813485,-3.92655013813485,29.3062086510203,29.3062086510203,29.3062086510203,0.0,0.0,0.0,5178.105742704864
2010-02-22,5155.440787738118,4425.193816291946,5919.145367594153,5155.440787738118,5155.440787738118,15.884957908497816,15.884957908497816,15.884957908497816,-6.823813586030866,-6.823813586030866,-6.823813586030866,22.70877149452868,22.70877149452868,22.70877149452868,0.0,0.0,0.0,5171.325745646616
2010-02-23,5158.1554912842585,4436.70587746607,5903.901885718964,5158.1554912842585,5158.1554912842585,17.684623205254063,17.684623205254063,17.684623205254063,2.1662857769765833,2.1662857769765833,2.1662857769765833,15.518337428277478,15.518337428277478,15.518337428277478,0.0,0.0,0.0,5175.840114489512
2010-02-24,5160.8701948304,4447.345301595609,5900.908742785048,5160.8701948304,5160.8701948304,13.10272469336609,13.10272469336609,13.10272469336609,5.349178819304014,5.349178819304014,5.349178819304014,7.753545874062075,7.753545874062075,7.753545874062075,0.0,0.0,0.0,5173.972919523766
2010-02-25,5163.58489837654,4485.363773343609,5981.080517465702,5163.58489837654,5163.58489837654,1.303761958985515,1.303761958985515,1.303761958985515,1.860606967757031,1.860606967757031,1.860606967757031,-0.5568450087715161,-0.5568450087715161,-0.5568450087715161,0.0,0.0,0.0,5164.888660335526
2010-02-26,5166.29960192268,4403.0263410138805,5914.246426369359,5166.29960192268,5166.29960192268,-6.52595710264657,-6.52595710264657,-6.52595710264657,2.8486828541861353,2.8486828541861353,2.8486828541861353,-9.374639956832706,-9.374639956832706,-9.374639956832706,0.0,0.0,0.0,5159.773644820034
2010-02-27,5169.014305468821,4442.030103333281,5884.029859967284,5169.014305468821,5169.014305468821,-20.12742126893138,-20.12742126893138,-20.12742126893138,-1.474390694069683,-1.474390694069683,-1.474390694069683,-18.6530305748617,-18.6530305748617,-18.6530305748617,0.0,0.0,0.0,5148.886884199889
2010-02-28,5171.729009014962,4409.60005273153,5918.173714889353,5171.729009014962,5171.729009014962,-32.26408019182647,-32.26408019182647,-32.26408019182647,-3.9265501381424843,-3.9265501381424843,-3.9265501381424843,-28.33753005368399,-28.33753005368399,-28.33753005368399,0.0,0.0,0.0,5139.464928823135
2010-03-01,5174.443712561102,4354.547453627024,5865.064716672635,5174.443712561102,5174.443712561102,-45.190800024194395,-45.190800024194395,-45.190800024194395,-6.823813586042854,-6.823813586042854,-6.823813586042854,-38.366986438151535,-38.366986438151535,-38.366986438151535,0.0,0.0,0.0,5129.252912536907
2010-03-02,5177.158416107242,4346.200482061421,5826.653775328552,5177.158416107242,5177.158416107242,-46.50835701257695,-46.50835701257695,-46.50835701257695,2.1662857769900365,2.1662857769900365,2.1662857769900365,-48.674642789566995,-48.674642789566995,-48.674642789566995,0.0,0.0,0.0,5130.650059094665
2010-03-03,5179.873119653383,4379.0848577720035,5867.216182132511,5179.873119653383,5179.873119653383,-53.8400353787413,-53.8400353787413,-53.8400353787413,5.349178819306038,5.349178819306038,5.349178819306038,-59.18921419804733,-59.18921419804733,-59.18921419804733,0.0,0.0,0.0,5126.033084274642
2010-03-04,5182.587823199523,4404.793802563322,5826.293727676092,5182.587823199523,5182.587823199523,-67.97534720966655,-67.97534720966655,-67.97534720966655,1.8606069677624146,1.8606069677624146,1.8606069677624146,-69.83595417742897,-69.83595417742897,-69.83595417742897,0.0,0.0,0.0,5114.612475989857
2010-03-05,5185.302526745664,4353.300516277079,5824.127241442328,5185.302526745664,5185.302526745664,-77.68900352904932,-77.68900352904932,-77.68900352904932,2.848682854181366,2.848682854181366,2.848682854181366,-80.53768638323069,-80.53768638323069,-80.53768638323069,0.0,0.0,0.0,5107.613523216615
2010-03-06,5188.0172302918045,4398.530520074159,5810.774693101063,5188.0172302918045,5188.0172302918045,-92.6901723624431,-92.6901723624431,-92.6901723624431,-1.4743906940647928,-1.4743906940647928,-1.4743906940647928,-91.21578166837831,-91.21578166837831,-91.21578166837831,0.0,0.0,0.0,5095.327057929361
2010-03-07,5190.731933837945,4335.901353778176,5842.9883052832465,5190.731933837945,5190.731933837945,-105.717615188986,-105.717615188986,-105.717615188986,-3.9265501381337264,-3.9265501381337264,-3.9265501381337264,-101.79106505085228,-101.79106505085228,-101.79106505085228,0.0,0.0,0.0,5085.014318648959
2010-03-08,5193.446637384085,4270.794393461169,5834.357623550486,5193.446637384085,5193.446637384085,-119.00845560265189,-119.00845560265189,-119.00845560265189,-6.823813586037636,-6.823813586037636,-6.823813586037636,-112.18464201661426,-112.18464201661426,-112.18464201661426,0.0,0.0,0.0,5074.438181781433
2010-03-09,5196.161340930225,4337.443676252253,5835.006025418254,5196.161340930225,5196.161340930225,-120.15235274006346,-120.15235274006346,-120.15235274006346,2.166285776993155,2.166285776993155,2.166285776993155,-122.31863851705661,-122.31863851705661,-122.31863851705661,0.0,0.0,0.0,5076.008988190162
2010-03-10,5198.876044476367,4358.541344778579,5844.069692420989,5198.876044476367,5198.876044476367,-126.76767502319882,-126.76767502319882,-126.76767502319882,5.349178819308064,5.349178819308064,5.349178819308064,-132.11685384250688,-132.11685384250688,-132.11685384250688,0.0,0.0,0.0,5072.108369453168
2010-03-11,5201.590748022508,4303.581839255202,5804.356565790155,5201.590748022508,5201.590748022508,-139.64472310147616,-139.64472310147616,-139.64472310147616,1.8606069677487294,1.8606069677487294,1.8606069677487294,-141.5053300692249,-141.5053300692249,-141.5053300692249,0.0,0.0,0.0,5061.9460249210315
2010-03-12,5204.305450053939,4343.620285833121,5786.940181864813,5204.305450053939,5204.305450053939,-147.56416295385125,-147.56416295385125,-147.56416295385125,2.848682854188902,2.848682854188902,2.848682854188902,-150.41284580804017,-150.41284580804017,-150.41284580804017,0.0,0.0,0.0,5056.741287100088
2010-03-13,5207.020152085371,4303.510361465674,5731.536214771212,5207.020152085371,5207.020152085371,-160.2457360648608,-160.2457360648608,-160.2457360648608,-1.4743906940665834,-1.4743906940665834,-1.4743906940665834,-158.77134537079422,-158.77134537079422,-158.77134537079422,0.0,0.0,0.0,5046.77441602051
2010-03-14,5209.734854116801,4306.243912499595,5748.077899640087,5209.734854116801,5209.734854116801,-170.44286722418667,-170.44286722418667,-170.44286722418667,-3.9265501381380075,-3.9265501381380075,-3.9265501381380075,-166.5163170860487,-166.5163170860487,-166.5163170860487,0.0,0.0,0.0,5039.291986892615
2010-03-15,5212.449556148233,4345.931732584845,5788.566821576928,5212.449556148233,5212.449556148233,-180.41094982403288,-180.41094982403288,-180.41094982403288,-6.823813586042026,-6.823813586042026,-6.823813586042026,-173.58713623799085,-173.58713623799085,-173.58713623799085,0.0,0.0,0.0,5032.0386063241995
2010-03-16,5215.164258179664,4352.340063555335,5768.879488590572,5215.164258179664,5215.164258179664,-177.7611031288813,-177.7611031288813,-177.7611031288813,2.166285777006609,2.166285777006609,2.166285777006609,-179.92738890588788,-179.92738890588788,-179.92738890588788,0.0,0.0,0.0,5037.4031550507825
2010-03-17,5217.878960211096,4332.47616014402,5792.857656680714,5217.878960211096,5217.878960211096,-180.13601399963295,-180.13601399963295,-180.13601399963295,5.349178819311424,5.349178819311424,5.349178819311424,-185.4851928189443,-185.4851928189443,-185.4851928189443,0.0,0.0,0.0,5037.742946211462
2010-03-18,5220.593662242526,4317.9470251726825,5746.0420193453165,5220.593662242526,5220.593662242526,-188.35292325296106,-188.35292325296106,-188.35292325296106,1.8606069677595665,1.8606069677595665,1.8606069677595665,-190.21353022072063,-190.21353022072063,-190.21353022072063,0.0,0.0,0.0,5032.240738989565
2010-03-19,5223.3083642739575,4321.512920032526,5767.038341718862,5223.3083642739575,5223.3083642739575,-191.22192285209883,-191.22192285209883,-191.22192285209883,2.84868285418416,2.84868285418416,2.84868285418416,-194.070605706283,-194.070605706283,-194.070605706283,0.0,0.0,0.0,5032.086441421859
2010-03-20,5226.023066305389,4268.647210107263,5779.903276872233,5226.023066305389,5226.023066305389,-198.49462983030278,-198.49462983030278,-198.49462983030278,-1.4743906940699263,-1.4743906940699263,-1.4743906940699263,-197.02023913623285,-197.02023913623285,-197.02023913623285,0.0,0.0,0.0,5027.528436475086
2010-03-21,5228.73776833682,4292.601162239902,5732.898610322942,5228.73776833682,5228.73776833682,-202.9588502989064,-202.9588502989064,-202.9588502989064,-3.9265501381422867,-3.9265501381422867,-3.9265501381422867,-199.0323001607641,-199.0323001607641,-199.0323001607641,0.0,0.0,0.0,5025.778918037914
2010-03-22,5231.452470368252,4331.393109618987,5734.502511570221,5231.452470368252,5231.452470368252,-206.90700033566907,-206.90700033566907,-206.90700033566907,-6.82381358603882,-6.82381358603882,-6.82381358603882,-200.08318674963027,-200.08318674963027,-200.08318674963027,0.0,0.0,0.0,5024.545470032583
2010-03-23,5234.167172399682,4277.011148816057,5734.703196445632,5234.167172399682,5234.167172399682,-197.99005981206173,-197.99005981206173,-197.99005981206173,2.166285776984325,2.166285776984325,2.166285776984325,-200.15634558904603,-200.15634558904603,-200.15634558904603,0.0,0.0,0.0,5036.17711258762
2010-03-24,5236.881874431114,4318.060023779524,5800.505673378108,5236.881874431114,5236.881874431114,-193.89364864321394,-193.89364864321394,-193.89364864321394,5.349178819302423,5.349178819302423,5.349178819302423,-199.24282746251632,-199.24282746251632,-199.24282746251632,0.0,0.0,0.0,5042.9882257879
2010-03-25,5239.596576462545,4288.7361141969,5735.903471405449,5239.596576462545,5239.596576462545,-195.48125901127221,-195.48125901127221,-195.48125901127221,1.8606069677554158,1.8606069677554158,1.8606069677554158,-197.34186597902763,-197.34186597902763,-197.34186597902763,0.0,0.0,0.0,5044.115317451273
2010-03-26,5242.311278493977,4289.772945587464,5743.763505411659,5242.311278493977,5242.311278493977,-191.6127805988509,-191.6127805988509,-191.6127805988509,2.848682854179418,2.848682854179418,2.848682854179418,-194.4614634530303,-194.4614634530303,-194.4614634530303,0.0,0.0,0.0,5050.698497895126
2010-03-27,5245.025980525408,4349.010060130168,5797.514887529209,5245.025980525408,5245.025980525408,-192.09335427346127,-192.09335427346127,-192.09335427346127,-1.474390694071717,-1.474390694071717,-1.474390694071717,-190.6189635793896,-190.6189635793896,-190.6189635793896,0.0,0.0,0.0,5052.932626251947
2010-03-28,5247.74068255684,4281.105132280759,5765.31987867146,5247.74068255684,5247.74068255684,-189.76813711221112,-189.76813711221112,-189.76813711221112,-3.926550138136884,-3.926550138136884,-3.926550138136884,-185.84158697407426,-185.84158697407426,-185.84158697407426,0.0,0.0,0.0,5057.972545444629
2010-03-29,5250.455384588271,4372.695929905303,5733.083905087941,5250.455384588271,5250.455384588271,-186.9907164313158,-186.9907164313158,-186.9907164313158,-6.823813586041198,-6.823813586041198,-6.823813586041198,-180.16690284527456,-180.16690284527456,-180.16690284527456,0.0,0.0,0.0,5063.464668156956
2010-03-30,5253.170086619702,4320.019951320615,5797.581347811438,5253.170086619702,5253.170086619702,-171.4769223953669,-171.4769223953669,-171.4769223953669,2.1662857769977797,2.1662857769977797,2.1662857769977797,-173.6432081723647,-173.6432081723647,-173.6432081723647,0.0,0.0,0.0,5081.693164224334
2010-03-31,5255.884788651133,4312.354107179832,5820.599003408863,5255.884788651133,5255.884788651133,-160.9806061050925,-160.9806061050925,-160.9806061050925,5.349178819304449,5.349178819304449,5.349178819304449,-166.32978492439696,-166.32978492439696,-166.32978492439696,0.0,0.0,0.0,5094.904182546041
2010-04-01,5258.5994906825645,4378.132677752363,5798.992264627998,5258.5994906825645,5258.5994906825645,-156.43639917022742,-156.43639917022742,-156.43639917022742,1.8606069677567185,1.8606069677567185,1.8606069677567185,-158.2970061379841,-158.2970061379841,-158.2970061379841,0.0,0.0,0.0,5102.163091512337
2010-04-02,5261.314192713995,4380.148848152209,5858.603869348064,5261.314192713995,5261.314192713995,-146.7775802921027,-146.7775802921027,-146.7775802921027,2.8486828541869538,2.8486828541869538,2.8486828541869538,-149.62626314628963,-149.62626314628963,-149.62626314628963,0.0,0.0,0.0,5114.536612421893
2010-04-03,5264.028894745426,4329.329149670356,5854.003346289142,5264.028894745426,5264.028894745426,-141.8840796148697,-141.8840796148697,-141.8840796148697,-1.47439069406838,-1.47439069406838,-1.47439069406838,-140.40968892080133,-140.40968892080133,-140.40968892080133,0.0,0.0,0.0,5122.144815130557
2010-04-04,5266.743596776858,4389.431408904738,5882.463275181446,5266.743596776858,5266.743596776858,-134.6762064605218,-134.6762064605218,-134.6762064605218,-3.926550138137809,-3.926550138137809,-3.926550138137809,-130.74965632238397,-130.74965632238397,-130.74965632238397,0.0,0.0,0.0,5132.067390316336
2010-04-05,5269.458298808289,4404.181982293321,5846.676751516987,5269.458298808289,5269.458298808289,-127.58184857529942,-127.58184857529942,-127.58184857529942,-6.823813586035977,-6.823813586035977,-6.823813586035977,-120.75803498926345,-120.75803498926345,-120.75803498926345,0.0,0.0,0.0,5141.87645023299
2010-04-06,5272.173000839721,4411.978717282269,5888.17141123681,5272.173000839721,5272.173000839721,-108.38891072456927,-108.38891072456927,-108.38891072456927,2.166285777011233,2.166285777011233,2.166285777011233,-110.55519650158051,-110.55519650158051,-110.55519650158051,0.0,0.0,0.0,5163.784090115151
2010-04-07,5274.887702871152,4423.755210936015,5898.752924716039,5274.887702871152,5274.887702871152,-94.91958538790787,-94.91958538790787,-94.91958538790787,5.349178819295446,5.349178819295446,5.349178819295446,-100.26876420720329,-100.26876420720329,-100.26876420720329,0.0,0.0,0.0,5179.968117483244
2010-04-08,5277.602404902584,4536.92424957055,5917.194715916604,5277.602404902584,5277.602404902584,-88.17150451616442,-88.17150451616442,-88.17150451616442,1.8606069677580213,1.8606069677580213,1.8606069677580213,-90.03211148392244,-90.03211148392244,-90.03211148392244,0.0,0.0,0.0,5189.430900386419
2010-04-09,5280.317106934015,4539.815387196884,5918.98323637328,5280.317106934015,5280.317106934015,-77.13393718587024,-77.13393718587024,-77.13393718587024,2.848682854182212,2.848682854182212,2.848682854182212,-79.98262004005247,-79.98262004005247,-79.98262004005247,0.0,0.0,0.0,5203.183169748145
2010-04-10,5283.031808965446,4500.763424270979,5903.343780256972,5283.031808965446,5283.031808965446,-71.73410857440376,-71.73410857440376,-71.73410857440376,-1.4743906940701712,-1.4743906940701712,-1.4743906940701712,-70.25971788033358,-70.25971788033358,-70.25971788033358,0.0,0.0,0.0,5211.297700391042
2010-04-11,5285.746510996877,4514.072286544008,5909.778824518702,5285.746510996877,5285.746510996877,-64.9292746737612,-64.9292746737612,-64.9292746737612,-3.9265501381420878,-3.9265501381420878,-3.9265501381420878,-61.00272453561912,-61.00272453561912,-61.00272453561912,0.0,0.0,0.0,5220.817236323116
2010-04-12,5288.4612130283085,4507.646715264615,5954.269489762573,5288.4612130283085,5288.4612130283085,-59.17235240358619,-59.17235240358619,-59.17235240358619,-6.823813586038355,-6.823813586038355,-6.823813586038355,-52.34853881754783,-52.34853881754783,-52.34853881754783,0.0,0.0,0.0,5229.2888606247225
2010-04-13,5291.17591505974,4524.310872059447,5959.04851265482,5291.17591505974,5291.17591505974,-42.26292567254878,-42.26292567254878,-42.26292567254878,2.1662857769889503,2.1662857769889503,2.1662857769889503,-44.42921144953774,-44.42921144953774,-44.42921144953774,0.0,0.0,0.0,5248.912989387191
2010-04-14,5293.8906170911705,4513.519977355005,5960.443038798755,5293.8906170911705,5293.8906170911705,-32.02027237920862,-32.02027237920862,-32.02027237920862,5.3491788193098335,5.3491788193098335,5.3491788193098335,-37.36945119851845,-37.36945119851845,-37.36945119851845,0.0,0.0,0.0,5261.8703447119615
2010-04-15,5296.605319122602,4553.642531178663,5978.120344646844,5296.605319122602,5296.605319122602,-29.42351138049492,-29.42351138049492,-29.42351138049492,1.860606967753871,1.860606967753871,1.860606967753871,-31.284118348248796,-31.284118348248796,-31.284118348248796,0.0,0.0,0.0,5267.181807742107
2010-04-16,5299.320021154033,4593.813212077367,6005.002050409838,5299.320021154033,5299.320021154033,-23.427080457269742,-23.427080457269742,-23.427080457269742,2.8486828541836213,2.8486828541836213,2.8486828541836213,-26.275763311453364,-26.275763311453364,-26.275763311453364,0.0,0.0,0.0,5275.892940696764
2010-04-17,5302.034723185465,4583.020028511093,6072.71705203238,5302.034723185465,5302.034723185465,-23.906661386741796,-23.906661386741796,-23.906661386741796,-1.4743906940719613,-1.4743906940719613,-1.4743906940719613,-22.43227069266983,-22.43227069266983,-22.43227069266983,0.0,0.0,0.0,5278.128061798723
2010-04-18,5304.749425216896,4580.223846247609,6039.924876680354,5304.749425216896,5304.749425216896,-23.751220186655324,-23.751220186655324,-23.751220186655324,-3.9265501381270047,-3.9265501381270047,-3.9265501381270047,-19.82467004852832,-19.82467004852832,-19.82467004852832,0.0,0.0,0.0,5280.998205030241
2010-04-19,5307.464127248327,4537.488713175465,5994.1376786546525,5307.464127248327,5307.464127248327,-25.328987437376913,-25.328987437376913,-25.328987437376913,-6.823813586042746,-6.823813586042746,-6.823813586042746,-18.505173851334167,-18.505173851334167,-18.505173851334167,0.0,0.0,0.0,5282.13513981095
2010-04-20,5310.178829279758,4567.9769605726015,5991.253154744676,5310.178829279758,5310.178829279758,-16.339214918639236,-16.339214918639236,-16.339214918639236,2.1662857770024044,2.1662857770024044,2.1662857770024044,-18.505500695641636,-18.505500695641636,-18.505500695641636,0.0,0.0,0.0,5293.839614361119
2010-04-21,5312.89353131119,4531.736130007515,6066.906619391006,5312.89353131119,5312.89353131119,-14.48635877705358,-14.48635877705358,-14.48635877705358,5.349178819300833,5.349178819300833,5.349178819300833,-19.835537596354413,-19.835537596354413,-19.835537596354413,0.0,0.0,0.0,5298.407172534136
2010-04-22,5315.608233342621,4590.15552568781,6013.152270236852,5315.608233342621,5315.608233342621,-20.62178239749296,-20.62178239749296,-20.62178239749296,1.8606069677497203,1.8606069677497203,1.8606069677497203,-22.482389365242682,-22.482389365242682,-22.482389365242682,0.0,0.0,0.0,5294.986450945128
2010-04-23,5318.322935374053,4539.606289014917,6021.228927156552,5318.322935374053,5318.322935374053,-23.56117276751414,-23.56117276751414,-23.56117276751414,2.8486828541788802,2.8486828541788802,2.8486828541788802,-26.409855621693023,-26.409855621693023,-26.409855621693023,0.0,0.0,0.0,5294.7617626065385
2010-04-24,5321.037637405484,4571.450801783361,6061.87198193365,5321.037637405484,5321.037637405484,-33.032757841546285,-33.032757841546285,-33.032757841546285,-1.4743906940686249,-1.4743906940686249,-1.4743906940686249,-31.558367147477668,-31.558367147477668,-31.558367147477668,0.0,0.0,0.0,5288.004879563938
2010-04-25,5323.7523394369155,4522.656031105233,5971.1281425254865,5323.7523394369155,5323.7523394369155,-41.77195336996233,-41.77195336996233,-41.77195336996233,-3.92655013813464,-3.92655013813464,-3.92655013813464,-37.84540323182769,-37.84540323182769,-37.84540323182769,0.0,0.0,0.0,5281.9803860669535
2010-04-26,5326.467041468346,4533.931368311418,6027.832881816043,5326.467041468346,5326.467041468346,-51.99021419866592,-51.99021419866592,-51.99021419866592,-6.823813586037528,-6.823813586037528,-6.823813586037528,-45.166400612628394,-45.166400612628394,-45.166400612628394,0.0,0.0,0.0,5274.47682726968
2010-04-27,5329.181743499777,4529.419956168744,5984.518773928725,5329.181743499777,5329.181743499777,-51.22986709851149,-51.22986709851149,-51.22986709851149,2.1662857770055233,2.1662857770055233,2.1662857770055233,-53.39615287551701,-53.39615287551701,-53.39615287551701,0.0,0.0,0.0,5277.9518764012655
2010-04-28,5331.896445531209,4529.578532223623,6020.275507631023,5331.896445531209,5331.896445531209,-57.041508210315364,-57.041508210315364,-57.041508210315364,5.3491788193152185,5.3491788193152185,5.3491788193152185,-62.39068702963058,-62.39068702963058,-62.39068702963058,0.0,0.0,0.0,5274.854937320893
2010-04-29,5334.611147562639,4552.088571360291,6060.3373484668155,5334.611147562639,5334.611147562639,-70.12898478857082,-70.12898478857082,-70.12898478857082,1.860606967760557,1.860606967760557,1.860606967760557,-71.98959175633138,-71.98959175633138,-71.98959175633138,0.0,0.0,0.0,5264.4821627740685
2010-04-30,5337.325849594071,4484.46631556921,6020.240767468712,5337.325849594071,5337.325849594071,-79.17007700495259,-79.17007700495259,-79.17007700495259,2.8486828541802627,2.8486828541802627,2.8486828541802627,-82.01875985913286,-82.01875985913286,-82.01875985913286,0.0,0.0,0.0,5258.155772589118
2010-05-01,5340.040551625502,4508.74426200395,5940.153012882866,5340.040551625502,5340.040551625502,-93.76788675866702,-93.76788675866702,-93.76788675866702,-1.4743906940704146,-1.4743906940704146,-1.4743906940704146,-92.2934960645966,-92.2934960645966,-92.2934960645966,0.0,0.0,0.0,5246.272664866835
2010-05-02,5342.755253656934,4475.422244597759,5958.1950401101085,5342.755253656934,5342.755253656934,-106.54848099527959,-106.54848099527959,-106.54848099527959,-3.926550138135564,-3.926550138135564,-3.926550138135564,-102.62193085714404,-102.62193085714404,-102.62193085714404,0.0,0.0,0.0,5236.206772661654
2010-05-03,5345.469955688365,4434.603450144342,5956.074723815898,5345.469955688365,5345.469955688365,-119.63248537310058,-119.63248537310058,-119.63248537310058,-6.823813586032308,-6.823813586032308,-6.823813586032308,-112.80867178706828,-112.80867178706828,-112.80867178706828,0.0,0.0,0.0,5225.837470315265
2010-05-04,5348.184657719797,4504.732023104373,6018.746387572395,5348.184657719797,5348.184657719797,-120.49233017073183,-120.49233017073183,-120.49233017073183,2.1662857770189765,2.1662857770189765,2.1662857770189765,-122.65861594775082,-122.65861594775082,-122.65861594775082,0.0,0.0,0.0,5227.692327549064
2010-05-05,5350.899359751228,4467.478982652474,5949.40052485946,5350.899359751228,5350.899359751228,-126.63166250414261,-126.63166250414261,-126.63166250414261,5.349178819307554,5.349178819307554,5.349178819307554,-131.9808413234502,-131.9808413234502,-131.9808413234502,0.0,0.0,0.0,5224.267697247085
